name,age,height_cm,weight_kgs,positions,nationality,overall_rating,international_reputation,body_type,national_team,national_rating,freekick_accuracy,sprint_speed,shot_power,strength,penalties,preferred_foot,value_euro
E. Hernández,30,170.18,64.9,RM,Mexico,78,1,Lean,,,67,77,73,58,70,Right,10000000
D. Ginczek,27,190.5,84.8,ST,Germany,78,2,Stocky,,,58,84,85,91,76,Right,12000000
Lucas Pérez,30,154.94,73,"ST,RM",Spain,78,2,Normal,,,77,77,82,69,79,Left,10500000
J. Farfán,34,152.4,83.9,"RM,ST",Peru,78,2,Normal,Peru,73,75,84,75,78,79,Right,6500000
A. Begović,31,198.12,83,GK,Bosnia Herzegovina,78,3,Lean,,,15,58,28,80,40,Right,6500000
Hilton,41,154.94,78,CB,Brazil,78,2,Normal,,,48,38,55,76,64,Right,
J. Baumgartlinger,31,182.88,86.2,CDM,Austria,78,2,Normal,Austria,77,49,71,73,78,59,Right,7500000
Granero,31,154.94,78,"CM,LM,RM",Spain,78,2,Normal,,,78,53,77,66,73,Right,9500000
Z. Junuzović,31,172.72,72.1,"CM,CAM,LM",Austria,78,2,Stocky,,,82,69,78,65,70,Right,9500000
V. Moses,28,152.4,77.1,"RW,RWB",Nigeria,78,2,Normal,,,61,77,74,69,75,Right,11000000
M. Debuchy,33,175.26,76.2,RB,France,78,3,Normal,,,61,73,74,72,66,Right,5500000
G. Maripán,24,193.04,83,CB,Chile,77,1,Normal,Chile,77,27,48,56,92,20,Right,10000000
Iván Cuéllar,34,187.96,76.2,GK,Spain,77,1,Normal,,,20,43,24,65,25,Left,3600000
F. Johnson,31,182.88,73.9,"LM,RB",United States,77,2,Normal,,,57,79,69,60,53,Right,8500000
Aarón Martín,21,154.94,72.1,LB,Spain,77,1,Lean,,,54,69,62,60,43,Left,10500000
G. Pereiro,23,187.96,76.2,"CAM,RW",Uruguay,77,1,Normal,Uruguay,81,73,75,81,75,70,Left,12000000
B. Moukandjo,30,154.94,73.9,"ST,RM",Cameroon,77,2,Normal,,,71,93,75,65,79,Right,9000000
M. Harnik,31,185.42,79.8,"ST,RM",Austria,77,2,Normal,,,52,76,78,77,72,Right,8000000
J. Ward-Prowse,24,172.72,66.2,"RM,CM",England,77,2,Normal,,,83,57,74,57,80,Right,12000000
R. Alessandrini,29,172.72,69.9,"RM,LM,RW,CAM",France,78,2,Normal,,,76,87,83,60,73,Left,10000000
Manu García,32,182.88,73.9,"CDM,CM",Spain,78,1,Normal,,,54,61,74,78,71,Left,6000000
M. Antonio,28,152.4,82.1,"ST,RM,RWB,LM",England,78,2,Stocky,,,60,87,75,84,73,Right,10500000
Adrien Silva,29,175.26,68.9,"CM,CDM",Portugal,78,3,Normal,,,74,57,83,59,84,Right,10000000
S. Cook,27,185.42,82.1,CB,England,78,1,Normal,,,30,53,48,78,35,Right,8500000
B. Mee,29,182.88,82.1,CB,England,78,1,Normal,,,31,63,60,82,36,Left,8500000
Adriano,34,172.72,74.8,"LB,RB",Brazil,78,2,Normal,,,69,73,87,67,59,Left,4000000
J. Lens,31,152.4,74.8,"RM,RW",Netherlands,78,2,Normal,,,68,90,80,77,67,Right,10000000
S. Rondón,29,185.42,98,ST,Venezuela,77,2,Stocky,Venezuela,73,52,68,85,85,65,Right,9000000
Andreas Pereira,23,152.4,71.2,"CM,CDM,RM",Brazil,77,1,Lean,,,80,74,73,68,70,Right,11500000
V. Ibišević,34,187.96,82.1,ST,Bosnia Herzegovina,77,2,Normal,,,56,44,81,77,83,Right,5500000
L. Ocampos,24,187.96,83.9,"LM,LW",Argentina,77,2,Normal,,,65,79,77,78,70,Right,12000000
N. Müller,31,172.72,66.2,"RM,LM",Germany,77,2,Lean,,,61,78,71,57,73,Right,8500000
Simão Acunha,31,152.4,71.2,"CAM,ST,RM",Brazil,77,1,Lean,Brazil,81,61,77,71,64,67,Right,8500000
J. Calleri,25,154.94,77.1,ST,Argentina,77,1,Normal,,,35,72,78,71,62,Right,12000000
A. Jahanbakhsh,25,154.94,78,RM,Iran,77,2,Normal,,,46,83,84,66,58,Right,11500000
A. Prijović,28,190.5,88,ST,Serbia,77,1,Normal,,,43,72,73,86,66,Right,9000000
Fabricio,31,182.88,79.8,GK,Spain,77,1,Normal,,,15,54,25,53,22,Right,5500000
M. Elneny,26,154.94,73.9,"CDM,CM",Egypt,77,1,Lean,Egypt,73,56,60,78,68,62,Right,9000000
Jorge Meré,21,182.88,79.8,CB,Spain,77,1,Normal,,,33,68,48,72,51,Right,11500000
Wilson Eduardo,28,152.4,73,"ST,CF",Portugal,77,1,Normal,,,71,81,83,69,77,Right,9500000
Álex Remiro,23,190.5,83,GK,Spain,77,1,Lean,,,17,46,22,68,24,Right,8500000
T. Gutiérrez,33,152.4,81.2,"ST,CAM",Colombia,77,2,Normal,,,63,59,78,75,72,Right,5500000
A. Pyatov,34,190.5,89.8,GK,Ukraine,77,2,Normal,,,16,44,19,78,15,Right,3600000
Diego Llorente,25,185.42,74.8,CB,Spain,77,1,Lean,,,35,63,45,72,53,Right,10500000
I. Abate,32,154.94,73,RB,Italy,77,2,Lean,,,44,85,68,69,48,Right,6000000
T. Vermaelen,33,182.88,79.8,"CB,LB",Belgium,77,3,Normal,Belgium,85,64,64,78,79,62,Left,5000000
N. Füllkrug,26,187.96,83,ST,Germany,77,1,Normal,,,69,65,79,80,77,Right,10500000
Pedro Obiang,26,185.42,74.8,"CDM,CM",Equatorial Guinea,77,2,Lean,,,62,66,74,75,59,Right,9000000
Wallace,24,190.5,84.8,CB,Brazil,77,2,Lean,,,29,69,40,81,45,Right,10000000
Djaniny,27,190.5,78,"ST,RW",Cape Verde,77,1,Normal,,,53,85,76,81,67,Right,10500000
Roberto,33,193.04,93.9,GK,Spain,77,2,Normal,,,14,48,36,78,19,Right,5000000
S. Tasci,31,185.42,81.2,CB,Germany,77,2,Normal,,,45,66,64,78,42,Right,6000000
L. Schøne,32,152.4,78,"CM,CDM",Denmark,77,2,Normal,Denmark,78,86,52,83,57,76,Right,6500000
J. Defoe,36,170.18,64.9,ST,England,77,2,Lean,,,68,63,84,54,74,Right,4100000
V. Babacan,30,193.04,86.2,GK,Turkey,77,2,Normal,,,12,61,14,61,12,Right,7000000
O. Ighalo,29,182.88,74.8,ST,Nigeria,77,1,Normal,,,53,81,73,78,63,Right,9000000
A. Schürrle,28,182.88,71.2,"RW,LW",Germany,77,3,Lean,,,70,76,82,66,77,Right,9500000
E. Skhiri,23,185.42,68.9,"CDM,CM",Tunisia,77,1,Lean,,,55,69,78,68,58,Right,10000000
W. Anton,22,187.96,74.8,"CB,CDM",Germany,77,1,Lean,,,39,73,55,78,48,Right,11000000
R. Palacio,37,175.26,69.9,"ST,LW",Argentina,77,2,Lean,,,67,77,70,61,79,Right,3200000
K. Lasagna,26,185.42,79.8,ST,Italy,77,2,Lean,Italy,83,42,88,72,69,66,Left,11500000
D. Cvitanich,34,175.26,72.1,ST,Argentina,77,2,Normal,,,66,62,71,75,79,Right,4700000
S. De Maio,32,190.5,89.8,CB,France,77,2,Normal,,,39,67,61,92,46,Right,6000000
S. Terodde,31,193.04,83,ST,Germany,77,2,Normal,,,44,63,79,85,71,Right,8500000
J. De Guzmán,31,175.26,73.9,"CM,CDM,CAM",Netherlands,77,2,Normal,,,78,69,84,64,69,Right,8000000
R. Civelli,35,195.58,88.9,CB,Argentina,77,2,Lean,,,47,36,66,94,58,Right,2700000
Pablo Maffeo,21,172.72,69.9,"RWB,RM",Spain,77,1,Lean,,,34,86,57,65,37,Right,10500000
Cédric,27,172.72,67.1,"RB,RWB",Portugal,77,2,Normal,Portugal,82,64,78,76,62,60,Right,8500000
K. Papadopoulos,27,185.42,87.1,CB,Greece,77,2,Stocky,,,43,55,68,90,46,Right,9000000
A. Szymanowski,30,175.26,64.9,"LM,CM,LW",Argentina,77,2,Lean,,,57,83,68,60,70,Left,8500000
J. Kucka,32,185.42,83.9,"CM,CDM",Slovakia,77,2,Normal,,,69,65,85,90,71,Right,7500000
P. Jagielka,36,154.94,87.1,CB,England,77,2,Normal,,,31,51,69,77,55,Right,2100000
M. Benassi,24,182.88,79.8,CM,Italy,77,2,Normal,,,64,68,80,75,52,Right,11500000
P. Jansson,28,195.58,86.2,CB,Sweden,77,1,Normal,Sweden,76,40,69,68,90,39,Right,8500000
B. Espinosa,29,193.04,83.9,CB,Colombia,77,1,Normal,,,42,51,56,84,52,Right,7000000
José Sá,26,193.04,84.8,GK,Portugal,77,1,Lean,,,21,48,19,72,11,Right,8500000
M. Sels,27,190.5,88,GK,Belgium,77,1,Normal,,,17,35,38,67,22,Right,7500000
Yuri Berchiche,29,154.94,79.8,LB,Spain,77,2,Normal,,,55,77,78,77,59,Left,7000000
R. Borré,23,175.26,71.2,ST,Colombia,77,1,Normal,,,67,80,75,68,71,Right,12500000
Paulinho,26,187.96,81.2,ST,Portugal,77,1,Lean,,,35,69,77,82,68,Left,11000000
C. Piccini,26,187.96,78.9,"RB,RWB",Italy,77,1,Normal,,,37,78,68,78,35,Right,9000000
B. André,28,154.94,76.2,"CM,CDM",France,77,2,Normal,,,46,73,69,77,66,Right,9000000
Barragán,31,182.88,76.2,"RWB,RB,RM",Spain,77,1,Normal,,,51,74,61,73,55,Right,6000000
M. Samatta,26,182.88,79.8,ST,Tanzania,77,1,Normal,,,57,87,81,73,70,Right,11500000
I. Diop,22,193.04,92.1,CB,France,77,2,Lean,,,34,68,50,83,44,Right,12000000
M. Lowton,29,154.94,78,RB,England,77,1,Normal,,,46,70,72,73,49,Right,6500000
T. Hernández,21,182.88,82.1,LB,France,77,1,Normal,,,64,90,75,79,41,Left,11000000
Juanpe,27,190.5,84.8,CB,Spain,77,1,Normal,,,35,63,48,78,37,Right,8500000
K. Tete,23,154.94,71.2,"RB,RWB",Netherlands,77,2,Normal,Netherlands,81,34,79,60,76,46,Right,10000000
B. Džemaili,32,152.4,73,"CM,CAM",Switzerland,77,2,Normal,,,70,65,86,67,68,Right,6500000
André André,29,175.26,64.9,"CM,CDM",Portugal,77,2,Normal,,,61,69,74,61,84,Right,9000000
Balenziaga,31,152.4,76.2,LB,Spain,76,1,Normal,,,33,77,61,71,44,Left,5500000
V. Behrami,33,185.42,78,"CDM,CM",Switzerland,76,2,Normal,,,68,67,76,74,67,Right,3100000
D. Reyes,26,187.96,73.9,CB,Mexico,76,3,Lean,Mexico,77,36,65,49,69,50,Right,8000000
Caiuby,30,182.88,84.8,"LM,LW,ST",Brazil,76,2,Normal,,,49,87,85,81,61,Right,7500000
S. Doumbia,31,152.4,71.2,ST,Ivory Coast,76,3,Stocky,,,69,89,75,73,80,Right,7500000
João Félix,19,154.94,69.9,"CF,LW",Portugal,76,1,Lean,,,51,83,74,64,62,Right,14000000
L. López,29,190.5,82.1,CB,Argentina,76,3,Normal,,,32,66,67,77,46,Right,6000000
Mario Suárez,32,187.96,79.8,"CM,CDM,CB",Spain,76,2,Normal,,,70,58,80,80,59,Right,6500000
J. Lössl,30,195.58,88,GK,Denmark,76,1,Lean,Denmark,78,13,34,22,67,12,Right,6000000
G. Castro,31,172.72,72.1,"CM,CDM",Germany,76,2,Normal,,,73,65,75,65,58,Right,6500000
M. Phillips,27,182.88,74.8,"CAM,CM,RW",Scotland,76,1,Normal,Scotland,75,48,86,77,78,61,Right,8000000
Gabriel Boschilia,23,172.72,63,"CAM,LM,RW",Brazil,76,1,Lean,,,84,73,76,43,59,Left,10500000
Wu Lei,27,175.26,66.2,"ST,RW,LW,CF",China PR,76,1,Normal,,,69,86,76,54,53,Right,9000000
N. Blandi,29,154.94,76.2,ST,Argentina,76,1,Normal,,,54,61,76,68,74,Right,8000000
L. Kalinić,28,200.66,98.9,GK,Croatia,76,1,Lean,,,13,39,25,73,22,Left,6500000
F. Fernández,30,190.5,83,CB,Argentina,76,2,Normal,,,40,50,27,78,42,Right,6000000
J. Martínez,32,185.42,79.8,ST,Colombia,76,3,Normal,,,46,67,80,85,70,Right,7000000
Emerson,24,175.26,77.1,"LB,LM",Italy,76,2,Lean,,,71,78,80,52,55,Left,9000000
Rômulo,31,152.4,72.1,"CM,RM,RB",Italy,76,1,Normal,,,76,74,75,68,77,Right,6500000
C. Benteke,28,190.5,83,ST,Belgium,76,3,Normal,,,64,68,78,87,71,Right,8000000
M. Rashica,22,152.4,73,"RW,RM",Kosovo,76,1,Lean,,,61,86,79,57,45,Right,11000000
L. Baines,34,170.18,69.9,LB,England,76,3,Normal,,,81,59,84,55,90,Left,3000000
M. Noble,31,152.4,76.2,"CM,CDM",England,76,2,Normal,,,67,45,74,70,88,Right,6500000
F. Benković,21,193.04,91.2,CB,Croatia,76,1,Normal,,,54,66,74,86,42,Right,10500000
C. Riveros,36,152.4,73.9,"CM,CDM",Paraguay,76,1,Normal,,,68,53,71,62,71,Right,
M. Niang,24,182.88,78,"LW,ST",Senegal,76,2,Stocky,,,66,91,86,69,75,Right,10500000
D. Santon,28,187.96,77.1,"LB,RB",Italy,76,2,Normal,,,43,74,74,68,57,Right,6500000
I. Ordets,26,193.04,88,CB,Ukraine,76,1,Normal,,,46,69,73,88,34,Right,8500000
Francisco Geraldes,23,175.26,64.9,CAM,Portugal,76,1,Normal,,,72,75,64,44,60,Right,10500000
R. Snodgrass,31,182.88,82.1,"RM,CM,LM",Scotland,76,2,Normal,,,82,65,81,70,73,Left,7500000
Vitor Hugo,27,187.96,79.8,CB,Brazil,76,1,Lean,,,34,69,49,78,49,Left,7500000
M. Pašalić,24,187.96,83,"CM,CDM",Croatia,76,1,Lean,,,59,66,77,78,61,Right,10500000
F. Borini,27,154.94,73.9,"LW,RM",Italy,76,2,Lean,,,61,75,76,68,78,Right,8000000
N. Vukčević,27,182.88,76.2,"CDM,CM",Montenegro,76,1,Normal,,,62,56,69,75,53,Left,8000000
A. Hutchinson,36,187.96,83,"CDM,CM",Canada,76,2,Lean,Canada,70,64,69,73,79,75,Right,1800000
M. Moralez,32,157.48,55.8,"CAM,CM",Argentina,76,2,Normal,,,70,67,69,33,74,Right,7000000
C. Austin,29,187.96,83.9,ST,England,76,1,Normal,,,43,58,83,78,83,Right,8000000
Kenedy,23,182.88,77.1,LM,Brazil,76,1,Lean,,,54,80,75,67,67,Left,11500000
Eltildo Correia,27,187.96,78,"CB,RB,LB",Brazil,76,1,Normal,,,48,63,71,83,77,Right,6500000
João Pedro,26,182.88,73,"CAM,CF,ST",Brazil,76,1,Lean,,,57,76,75,64,72,Right,9000000
A. Diamanti,35,154.94,74.8,"CAM,CF",Italy,76,2,Normal,,,82,67,81,61,70,Left,3400000
Guilherme,27,152.4,76.2,"CDM,CM",Brazil,76,1,Normal,,,68,66,82,76,55,Right,7500000
J. Morel,34,175.26,78,CB,Madagascar,76,2,Normal,,,50,69,62,77,53,Left,2300000
Llorente,34,193.04,92.1,ST,Spain,76,3,Normal,,,40,32,79,86,70,Right,4800000
G. Gönül,34,175.26,74.8,RB,Turkey,76,2,Lean,,,48,78,70,65,67,Right,3000000
A. Paloschi,29,182.88,79.8,ST,Italy,76,2,Normal,,,47,69,74,76,80,Right,8000000
Juli Freitinho,31,193.04,91.2,CB,Brazil,76,1,Normal,,,50,51,46,91,63,Right,5500000
Markel Bergara,32,154.94,78,"CDM,CM",Spain,76,1,Normal,,,71,32,61,77,59,Right,4400000
L. Nguyen,32,172.72,68,"CAM,CM,ST",United States,76,1,Normal,,,72,68,73,60,76,Right,7000000
A. Knockaert,27,172.72,68.9,RM,France,76,1,Normal,,,71,72,73,54,68,Left,8500000
Córdoba,21,154.94,73,LW,Spain,76,1,Lean,,,38,82,70,65,71,Left,11000000
J. Veltman,27,182.88,74.8,"RB,CB",Netherlands,76,2,Normal,,,34,68,60,74,42,Right,7500000
N. Sansone,27,175.26,68,"ST,LM,RM",Italy,76,2,Normal,,,69,79,80,65,74,Right,9000000
A. Turan,32,152.4,76.2,"CM,RM,LM",Turkey,76,3,Normal,,,64,62,75,64,73,Right,6500000
H. Seferović,27,187.96,84.8,ST,Switzerland,76,2,Normal,SL Benfica,79,64,73,78,87,68,Left,9000000
Rafael Cachoira,31,187.96,83.9,"CB,CDM",Brazil,76,1,Stocky,,,49,60,60,83,42,Right,5500000
A. Haidara,21,175.26,67.1,"CM,RM",Mali,76,1,Lean,,,62,77,75,69,62,Right,11500000
F. Caputo,31,154.94,73.9,ST,Italy,76,1,Lean,,,54,88,75,74,77,Right,7500000
M. Locatelli,21,185.42,74.8,"CDM,CM",Italy,76,1,Lean,,,60,65,76,70,60,Right,10000000
J. Ayew,27,182.88,81.2,ST,Ghana,76,2,Normal,,,69,77,76,70,74,Right,8500000
T. Jedvaj,23,182.88,82.1,"CB,RB,LB",Croatia,76,2,Normal,,,30,68,65,75,44,Right,9500000
S. Hanni,28,152.4,72.1,"CAM,LW",Algeria,76,1,Normal,,,70,74,76,65,67,Right,8000000
Andrés Fernández,32,187.96,82.1,GK,Spain,76,1,Normal,,,12,55,22,74,21,Right,4700000
T. Monconduit,28,182.88,83,"CDM,CM",France,76,1,Normal,,,58,69,65,75,52,Right,7500000
N. Mukiele,21,185.42,73.9,"RB,CB",France,76,1,Normal,,,33,84,57,79,45,Right,10000000
D. Heintz,25,187.96,88.9,CB,Germany,76,2,Stocky,,,32,64,49,86,41,Left,8000000
Júnior Caiçara,29,172.72,69.9,"RB,RM",Brazil,76,2,Lean,,,70,77,71,52,75,Right,6000000
A. Lennon,31,165.1,63,"RM,LM",England,76,2,Normal,,,55,81,64,54,62,Right,7000000
J. Willems,24,152.4,82.1,"LWB,LB,LM,CDM",Netherlands,76,2,Stocky,,,63,76,78,75,46,Left,8000000
M. Veljković,23,182.88,77.1,"CB,CDM",Serbia,76,1,Normal,,,24,71,45,76,37,Right,9500000
I. Belfodil,27,190.5,86.2,"ST,CF",Algeria,76,2,Lean,,,68,72,77,86,66,Right,9000000
Miguel Lopes,32,182.88,83,RB,Portugal,76,2,Normal,,,55,77,70,75,50,Right,5000000
D. Stephens,29,185.42,71.2,"CM,CDM",England,76,1,Lean,,,61,57,67,70,44,Right,7500000
Brais Méndez,22,187.96,76.2,"RM,RW,CM,CAM",Spain,76,1,Lean,,,56,77,73,70,62,Left,12000000
A. Smith,27,154.94,78,"LB,RB,RWB",England,76,1,Lean,,,66,80,72,65,48,Right,7000000
Recio,28,182.88,73.9,"CDM,CM",Spain,76,1,Normal,,,67,40,81,68,69,Right,7500000
Kiko Femenía,28,175.26,60.8,"RB,RWB,RM",Spain,76,1,Normal,,,55,79,56,65,60,Right,6500000
M. Gaćinović,24,175.26,68.9,"CM,CAM",Serbia,76,1,Lean,,,51,78,67,53,62,Right,10500000
P. Skjelbred,31,175.26,73.9,"CDM,CM",Norway,76,2,Lean,,,61,55,56,66,55,Right,5000000
Fernandinho,25,175.26,64.9,"CAM,RM",Brazil,76,1,Lean,,,60,80,75,66,63,Left,9500000
S. Brown,33,175.26,79.8,CDM,Scotland,76,2,Stocky,,,44,66,70,77,74,Right,3100000
M. Grujić,22,190.5,82.1,"CDM,CM",Serbia,76,1,Normal,,,51,67,75,77,57,Right,11000000
A. Soumaoro,26,187.96,91.2,CB,France,76,1,Normal,,,36,66,48,91,40,Right,8500000
Raúl Navas,30,185.42,83.9,CB,Spain,76,1,Normal,,,65,40,72,75,46,Right,5500000
A. Szalai,31,193.04,89.8,ST,Hungary,76,2,Normal,Hungary,73,42,46,82,87,76,Right,7500000
A. Diawara,21,182.88,73.9,"CM,CDM",Guinea,76,2,Lean,,,37,70,66,70,52,Right,11500000
L. Skorupski,27,187.96,83.9,GK,Poland,76,2,Lean,Poland,77,19,51,23,58,22,Right,6500000
R. Hamouma,31,152.4,76.2,RM,France,76,2,Normal,,,70,73,70,60,71,Right,7000000
K. Stöger,25,175.26,74.8,"CAM,CM,LM",Austria,76,1,Normal,,,63,67,69,60,48,Left,10000000
K. Linetty,24,175.26,73,CM,Poland,76,2,Normal,,,36,69,70,66,50,Right,10500000
S. Bell,27,193.04,88,CB,Germany,76,1,Normal,,,40,55,65,85,43,Right,7500000
A. N'Diaye,29,187.96,89.8,"CDM,CM",Senegal,76,1,Stocky,,,32,76,73,90,54,Right,7000000
Y. Yazıcı,22,182.88,73.9,"CAM,CM,RM",Turkey,76,1,Lean,Turkey,76,76,75,78,69,60,Left,11000000
B. Oczipka,30,185.42,84.8,"LWB,LB,LM",Germany,76,2,Normal,,,70,76,75,75,70,Left,6000000
F. Valverde,20,182.88,78,"CM,LM,CAM",Uruguay,76,1,Normal,Uruguay,81,48,70,77,68,42,Right,13000000
M. Benítez,24,172.72,72.1,"CAM,LM,RM,RW",Argentina,76,1,Lean,,,42,78,72,66,69,Right,10000000
M. Vorm,35,182.88,83.9,GK,Netherlands,76,2,Normal,,,14,54,23,65,41,Right,3100000
N. Mendy,26,167.64,73,"CDM,CM",France,76,1,Stocky,,,54,68,62,68,55,Right,7500000
J. Vázquez,30,165.1,64,"CDM,CM",Mexico,76,1,Normal,,,59,73,68,64,56,Right,5500000
Unai Núñez,22,185.42,81.2,CB,Spain,75,1,Normal,,,22,68,39,78,31,Right,8500000
N. Radoja,26,185.42,77.1,"CM,CDM",Serbia,75,1,Normal,,,36,38,63,66,42,Right,8000000
K. Gibbs,29,152.4,69.9,"LB,LWB",England,75,2,Lean,,,52,80,67,67,63,Left,5500000
A. Hamdallah,28,182.88,81.2,ST,Morocco,75,1,Normal,,,56,73,76,75,65,Right,7000000
Pablo Santos,26,187.96,82.1,CB,Brazil,75,1,Normal,,,27,68,48,76,31,Left,7000000
S. Fofana,23,182.88,77.1,"CM,CDM",Ivory Coast,75,2,Lean,,,42,74,79,78,56,Right,9000000
Felipe,34,187.96,74.8,CB,Brazil,75,2,Lean,,,21,41,68,67,35,Left,2700000
C. Villanueva,33,172.72,73,"CAM,CM",Chile,76,1,Normal,,,80,62,79,44,73,Left,6000000
Mossoró,35,170.18,67.1,CAM,Brazil,76,1,Normal,,,69,67,75,50,66,Right,3900000
Diego Rico,26,182.88,76.2,"LB,LWB",Spain,76,1,Normal,,,69,75,82,74,43,Left,7500000
Alberto Moreno,26,170.18,64.9,LB,Spain,76,2,Normal,,,40,87,80,61,54,Left,7500000
J. Clasie,27,170.18,66.2,"CM,CDM",Netherlands,76,2,Normal,,,70,61,79,67,64,Right,8500000
R. Funes Mori,28,182.88,81.2,ST,Argentina,76,2,Lean,,,58,75,72,76,70,Right,9000000
O. Alonso,33,154.94,69.9,"CDM,CM",Cuba,76,1,Normal,,,51,68,84,76,66,Right,4400000
A. Djiku,24,182.88,73.9,CB,France,76,1,Normal,,,43,79,50,77,43,Right,9000000
J. Hogg,30,175.26,73,"CDM,CM",England,76,1,Normal,,,41,68,61,75,41,Right,6000000
D. Calvert-Lewin,21,187.96,71.2,"ST,LM",England,75,1,Lean,,,42,86,76,77,54,Right,9500000
M. Zeegelaar,28,185.42,82.1,"LB,LWB",Netherlands,75,1,Normal,,,52,77,76,79,53,Left,5500000
G. Carrillo,27,190.5,87.1,ST,Argentina,75,1,Normal,,,36,62,75,79,77,Right,8000000
Jozabed,28,154.94,67.1,"CM,CDM,CAM",Spain,75,1,Lean,,,57,61,71,66,54,Right,7500000
A. Franco,22,182.88,77.1,CB,Argentina,75,1,Normal,,,35,63,45,77,42,Right,9500000
D. Brooks,21,182.88,62.1,"RM,CAM",Wales,75,1,Lean,Wales,75,48,76,67,49,58,Left,11500000
J. Bruma,27,190.5,88,CB,Netherlands,75,2,Normal,,,66,65,86,90,39,Right,7000000
L. Sepe,27,185.42,74.8,GK,Italy,75,1,Normal,,,12,46,21,68,17,Left,5500000
S. Vokes,29,187.96,89.8,ST,Wales,75,1,Stocky,Wales,75,46,55,80,84,79,Right,7000000
Javi López,33,154.94,76.2,"RB,RWB",Spain,75,1,Normal,,,52,73,57,67,56,Right,3700000
J. Amavi,24,175.26,69.9,LB,France,75,1,Normal,,,49,79,76,70,65,Left,7500000
Idris,34,187.96,83,CDM,Senegal,75,1,Normal,,,40,58,76,81,53,Right,2700000
A. Potuk,27,152.4,67.1,"CAM,LM,RM",Turkey,75,1,Lean,,,40,79,75,61,50,Right,7500000
O. Norwood,27,175.26,68.9,CM,Northern Ireland,75,1,Lean,Northern Ireland,71,75,55,77,58,70,Right,7000000
R. Khedira,25,187.96,83.9,"CB,CDM",Germany,75,1,Normal,,,41,59,58,79,46,Right,7000000
D. Machís,26,170.18,73.9,"LW,RW,CAM",Venezuela,75,1,Stocky,Venezuela,73,56,88,81,58,62,Right,8000000
R. Quaison,25,182.88,77.1,"CF,ST,LW",Sweden,75,1,Normal,Sweden,76,56,78,73,74,59,Right,8500000
P. Dummett,27,182.88,82.1,LB,Wales,75,1,Normal,Wales,75,52,68,42,74,43,Left,6500000
L. Dimata,21,182.88,83,ST,Belgium,75,1,Normal,,,42,83,78,83,73,Right,10000000
Allan Bardinho,27,175.26,72.1,"CAM,CM",Brazil,75,1,Stocky,,,55,68,66,55,72,Left,7000000
L. Butelle,35,187.96,83.9,GK,France,75,2,Normal,,,15,35,24,69,22,Left,1600000
S. Cristóforo,25,175.26,68,"CDM,CM",Uruguay,75,2,Normal,,,35,54,71,65,59,Right,7500000
Jason,24,152.4,64.9,RM,Spain,75,1,Normal,,,69,79,75,67,68,Right,9000000
M. Agu,25,182.88,77.1,"CDM,CM",Nigeria,75,1,Normal,,,35,66,56,76,46,Right,7000000
E. Badu,28,172.72,69.9,"CM,CDM",Ghana,75,2,Normal,,,50,75,76,66,58,Right,7000000
N. Redmond,25,172.72,68.9,"LM,RW",England,75,2,Lean,,,65,83,80,43,57,Right,8500000
Sandro,29,187.96,74.8,"CDM,CM",Brazil,75,2,Lean,,,54,65,80,79,62,Right,5000000
A. Mounier,31,175.26,64.9,"RW,LW,LM",France,75,2,Normal,,,65,77,70,60,70,Left,6500000
Matheus Pereira,22,175.26,73.9,"RM,LM",Brazil,75,1,Normal,,,71,79,74,55,71,Left,9000000
C. Jallet,35,152.4,69.9,"RWB,LB",France,75,2,Lean,,,66,69,70,68,65,Right,1900000
Diego Castro,36,175.26,71.2,LW,Spain,75,2,Normal,,,72,63,73,58,85,Right,2900000
S. Okazaki,32,172.72,78,"CAM,CF",Japan,75,2,Normal,,,50,61,76,65,74,Right,5000000
O. Kamara,29,182.88,81.2,"ST,LW",Norway,75,1,Normal,,,52,77,75,77,71,Right,7000000
Xeka,24,185.42,83,"CDM,CM",Portugal,75,1,Normal,,,68,59,75,69,51,Right,8000000
R. Karsdorp,24,182.88,79.8,RB,Netherlands,75,1,Normal,,,60,87,80,69,52,Right,7500000
Marafona,31,190.5,86.2,GK,Portugal,75,1,Normal,,,17,37,38,60,23,Right,4000000
D. Valdés,25,152.4,74.8,"CAM,CM",Chile,75,1,Lean,Santos Laguna,72,67,79,75,74,55,Right,8500000
M. Gonalons,29,187.96,76.2,"CDM,CM",France,75,3,Lean,,,57,55,77,78,68,Right,5000000
Burgui,25,182.88,74.8,"LM,CAM,RM",Spain,75,1,Lean,,,64,78,65,62,59,Right,8500000
F. Guarín,32,182.88,79.8,"CDM,CM",Colombia,75,3,Stocky,,,84,63,91,90,73,Right,3800000
M. Jensen,23,172.72,68,CM,Denmark,75,1,Lean,,,66,74,71,63,69,Right,9000000
R. Thomas,24,175.26,64,CM,New Zealand,75,1,Normal,New Zealand,66,63,75,70,60,63,Right,9000000
B. Butko,28,182.88,72.1,RB,Ukraine,75,1,Lean,,,29,78,66,63,36,Right,5500000
L. Cigarini,32,175.26,72.1,"CM,CDM",Italy,75,2,Normal,,,78,55,74,64,72,Right,5000000
A. Musa,26,170.18,62.1,"LM,ST",Nigeria,75,2,Lean,,,48,92,74,48,69,Right,8000000
M. Morozyuk,31,175.26,71.2,"RB,RM,LB,LM",Ukraine,75,1,Normal,,,80,75,68,37,49,Right,4800000
